halo_id,snapshot,z,mass,descendant_id
1350,2,4.4,513372508.5357181,642.0
1351,2,4.4,1712995479.1062803,642.0
1352,2,4.4,10490570863.03544,643.0
1353,2,4.4,718636347.8189937,644.0
1354,2,4.4,3313236656.2597504,645.0
1355,2,4.4,3367936245.3160496,646.0
1356,2,4.4,1120931829.2668736,646.0
1357,2,4.4,7248780919.7961645,647.0
1358,2,4.4,17818003994.86894,647.0
1359,2,4.4,2613738134.6274014,648.0
1360,2,4.4,42598987395.49224,649.0
1361,2,4.4,8205644514.607335,650.0
1362,2,4.4,568278355.2325168,650.0
1363,2,4.4,3929016398.758251,650.0
1364,2,4.4,2264844081.402048,651.0
1365,2,4.4,198574119.59789604,651.0
1366,2,4.4,146190655.1026003,651.0
1367,2,4.4,453826803.9621254,652.0
1368,2,4.4,85938722.2753799,652.0
1369,2,4.4,664434195.171827,652.0
1370,2,4.4,731029766.1075255,653.0
1371,2,4.4,1010674030.3620743,653.0
1372,2,4.4,3194500698.2971864,653.0
1373,2,4.4,4009083278.9280477,654.0
1374,2,4.4,3859229863.0923505,654.0
1375,2,4.4,1730785892.2895768,655.0
1376,2,4.4,5531451272.200676,655.0
1377,2,4.4,2536894706.648056,655.0
1378,2,4.4,51198100471.09323,656.0
1379,2,4.4,30267967282.104412,656.0
1380,2,4.4,133818582.49955565,657.0
1381,2,4.4,188826509.95420012,657.0
1382,2,4.4,301691947.96704185,657.0
1383,2,4.4,69951789.75452283,658.0
1384,2,4.4,4686658590.163949,659.0
1385,2,4.4,5861543131.607576,660.0
1386,2,4.4,366464898.4643026,661.0
1387,2,4.4,188673660.71036533,661.0
1388,2,4.4,963692450.1438386,661.0
1389,2,4.4,605501574.9108356,662.0
1390,2,4.4,1091646354.8055568,662.0
1391,2,4.4,798433269.6726317,662.0
1392,2,4.4,188612120.2351432,663.0
1393,2,4.4,54684762.05574477,663.0
1394,2,4.4,10366746.923239658,663.0
1395,2,4.4,5600832655.487275,664.0
1396,2,4.4,4632929878.720818,665.0
1397,2,4.4,3521527804.2580442,665.0
1398,2,4.4,1790490890.5321355,666.0
1399,2,4.4,4383618989.35102,666.0
1400,2,4.4,9979061798.06297,667.0
1401,2,4.4,2412976.774446185,667.0
1402,2,4.4,6715900191.726515,667.0
1403,2,4.4,93063228.68027364,668.0
1404,2,4.4,5676582551.250086,668.0
1405,2,4.4,5311449602.890984,668.0
1406,2,4.4,3474826494.8679857,669.0
1407,2,4.4,5752005396.125965,669.0
1408,2,4.4,27752115.428732064,669.0
1409,2,4.4,10170989692.40587,670.0
1410,2,4.4,6529554533.218734,670.0
1411,2,4.4,3116075389.3165894,671.0
1412,2,4.4,1225455602.406197,671.0
1413,2,4.4,470252523.6019504,671.0
1414,2,4.4,46418460059.88604,672.0
1415,2,4.4,44391728239.192116,672.0
1416,2,4.4,6041234279.398843,672.0
1417,2,4.4,3429399164.415956,673.0
1418,2,4.4,1692835563.472962,674.0
1419,2,4.4,1255675163.7210147,674.0
1420,2,4.4,2819952443.870579,674.0
1421,2,4.4,5186029459.470497,675.0
1422,2,4.4,610973131.695144,676.0
1423,2,4.4,381814836.4039554,676.0
1424,2,4.4,57410883.004019246,676.0
1425,2,4.4,1714606949.5371654,677.0
1426,2,4.4,910463967.922643,677.0
1427,2,4.4,244038966.56443885,678.0
1428,2,4.4,608595475.7477235,678.0
1429,2,4.4,11758152045.69626,679.0
1430,2,4.4,3973061166.9787974,679.0
1431,2,4.4,32559714631.344925,680.0
1432,2,4.4,7458115615.825515,680.0
1433,2,4.4,7177439957.905183,681.0
1434,2,4.4,1926302637.1955001,681.0
1435,2,4.4,2151506536.9940944,682.0
1436,2,4.4,493425753.1506727,682.0
1437,2,4.4,984286964.6298158,682.0
1438,2,4.4,306956000.109025,683.0
1439,2,4.4,2202928600.5938673,684.0
1440,2,4.4,229201587.9746252,685.0
1441,2,4.4,2818689449.722276,685.0
1442,2,4.4,3840431560.1155047,685.0
1443,2,4.4,53251890108.563736,686.0
1444,2,4.4,338675409.96270233,687.0
1445,2,4.4,386085062.3241288,687.0
1446,2,4.4,646397998.222757,687.0
1447,2,4.4,407013229.82428837,688.0
1448,2,4.4,151864905.6309757,689.0
1449,2,4.4,729265432.4965737,689.0
1450,2,4.4,146825583.46316424,689.0
1451,2,4.4,198441419.437573,690.0
1452,2,4.4,886259638.0918128,690.0
1453,2,4.4,1058705318.1705624,690.0
1454,2,4.4,253147052.30394107,691.0
1455,2,4.4,2918125847.863519,691.0
1456,2,4.4,219358475.7342291,691.0
1457,2,4.4,24278828510.87266,692.0
1458,2,4.4,2931238367.4292655,693.0
1459,2,4.4,8387741614.943086,693.0
1460,2,4.4,7016159411.978683,693.0
1461,2,4.4,2121710181.226411,694.0
1462,2,4.4,678848927.6492996,694.0
1463,2,4.4,134472075.9493332,694.0
1464,2,4.4,4849301675.664306,695.0
1465,2,4.4,35871110.04278794,695.0
1466,2,4.4,1024406114.2412419,696.0
1467,2,4.4,3946622648.5011415,696.0
1468,2,4.4,1131000035.6628826,696.0
1469,2,4.4,2701183103.669117,697.0
1470,2,4.4,3617293109.214669,697.0
1471,2,4.4,226632532.09526113,698.0
1472,2,4.4,5202024233.652939,698.0
1473,2,4.4,23591655287.203484,699.0
1474,2,4.4,285911659.0307806,699.0
1475,2,4.4,9378184842.463522,699.0
1476,2,4.4,3672267993.402762,700.0
1477,2,4.4,624674409.3363928,700.0
1478,2,4.4,1980986136.418001,700.0
1479,2,4.4,60812749.85824272,701.0
1480,2,4.4,8835956.517898107,701.0
1481,2,4.4,124440756.89584848,701.0
1482,2,4.4,2677500.975134533,702.0
1483,2,4.4,68970785.6790873,702.0
1484,2,4.4,602791350.9587481,703.0
1485,2,4.4,1607568673.2834914,704.0
1486,2,4.4,2183648967.672779,705.0
1487,2,4.4,1941767164.8542702,705.0
1488,2,4.4,562129119.0702938,705.0
1489,2,4.4,2168869568.036377,706.0
1490,2,4.4,39114916551.89142,706.0
1491,2,4.4,2187307536.7148094,707.0
1492,2,4.4,3422609291.4635353,708.0
1493,2,4.4,9742836.116385998,709.0
1494,2,4.4,32385412.70048251,709.0
1495,2,4.4,8616380.314798841,709.0
1496,2,4.4,152197233.1504051,710.0
1497,2,4.4,6159670.65356455,710.0
1498,2,4.4,19134998.10178919,711.0
1499,2,4.4,92359857.41610165,711.0
1500,2,4.4,4905151.915698012,711.0
1501,2,4.4,120843502.95844343,712.0
1502,2,4.4,760251567.7978137,713.0
1503,2,4.4,299618995.69480944,713.0
1504,2,4.4,1719637554.2040188,714.0
1505,2,4.4,18604316726.130062,715.0
1506,2,4.4,3994405650.803561,716.0
1507,2,4.4,10414520831.913673,716.0
1508,2,4.4,9180284850.492842,716.0
1509,2,4.4,1450243517.6275532,717.0
1510,2,4.4,1042981172.2823601,718.0
1511,2,4.4,73391372.95149004,719.0
1512,2,4.4,358261333.8385114,720.0
1513,2,4.4,76094106.6322379,721.0
1514,2,4.4,65201214.63093482,721.0
1515,2,4.4,6767726.75680866,721.0
1516,2,4.4,96975862.2382838,722.0
1517,2,4.4,1062601116.1647526,722.0
1518,2,4.4,26583260.975115016,722.0
1519,2,4.4,6407476881.718791,723.0
1520,2,4.4,15363052876.55703,724.0
1521,2,4.4,782864166.0946732,725.0
1522,2,4.4,575261751.226228,725.0
1523,2,4.4,2226335327.5675926,726.0
1524,2,4.4,3296417640.280682,727.0
1525,2,4.4,11370672966.526611,727.0
1526,2,4.4,3526372776.374002,728.0
1527,2,4.4,10487015208.76199,728.0
1528,2,4.4,69367680542.00946,729.0
1529,2,4.4,2493821441.267759,730.0
1530,2,4.4,887407256.5099925,730.0
1531,2,4.4,3099007469.8311453,731.0
1532,2,4.4,21352756445.80459,732.0
1533,2,4.4,6668862569.821105,733.0
1534,2,4.4,4254124968.313649,733.0
1535,2,4.4,1642461634.8809865,733.0
1536,2,4.4,7809866766.110752,734.0
1537,2,4.4,12632211451.396679,734.0
1538,2,4.4,3923524131.2532067,734.0
1539,2,4.4,2644467104.423157,735.0
1540,2,4.4,997732883.4492329,735.0
1541,2,4.4,535129169.98649776,736.0
1542,2,4.4,6460864785.4049,736.0
1543,2,4.4,4281629627.146845,737.0
1544,2,4.4,7644676193.54879,737.0
1545,2,4.4,2811968941.478388,738.0
1546,2,4.4,306762405.41811055,739.0
1547,2,4.4,953631588.7453328,739.0
1548,2,4.4,50320431.012709245,740.0
1549,2,4.4,728712079.4448112,740.0
1550,2,4.4,6192729116.18573,740.0
1551,2,4.4,15548398886.251286,741.0
1552,2,4.4,5723055803.06542,742.0
1553,2,4.4,15466281136.914047,742.0
1554,2,4.4,16720588373.78542,743.0
1555,2,4.4,32090088568.19221,743.0
1556,2,4.4,772569230.6698061,743.0
1557,2,4.4,2095498946.6297495,744.0
1558,2,4.4,6238500607.538731,744.0
1559,2,4.4,17623652719.432484,745.0
1560,2,4.4,12655620978.968925,745.0
1561,2,4.4,24809649757.785965,746.0
1562,2,4.4,3715250227.963982,746.0
1563,2,4.4,52585158013.94202,747.0
1564,2,4.4,111259208.84664775,748.0
1565,2,4.4,444897172.8614753,748.0
1566,2,4.4,8902183327.202236,749.0
1567,2,4.4,93562565.20112811,749.0
1568,2,4.4,14161668.918608809,750.0
1569,2,4.4,2033439.4566720477,750.0
1570,2,4.4,13793995.034937112,750.0
1571,2,4.4,107065727.51610188,751.0
1572,2,4.4,1026270267.6005219,751.0
1573,2,4.4,165217436.94181305,752.0
1574,2,4.4,181197427.85404596,752.0
1575,2,4.4,426966918.80760026,752.0
1576,2,4.4,3040229467.1268063,753.0
1577,2,4.4,807981498.2802975,753.0
1578,2,4.4,416355423.8043415,754.0
1579,2,4.4,749988868.6181979,754.0
1580,2,4.4,214002967.6239408,755.0
1581,2,4.4,54916836.836571194,755.0
1582,2,4.4,68571030636.16374,756.0
1583,2,4.4,34134878259.54205,756.0
1584,2,4.4,25538139220.985638,756.0
1585,2,4.4,15773119889.538616,757.0
1586,2,4.4,4806881203.712954,757.0
1587,2,4.4,8828034099.192219,757.0
1588,2,4.4,4422345788.604504,758.0
1589,2,4.4,1729834336.6293597,758.0
1590,2,4.4,36896286144.98015,759.0
1591,2,4.4,2870124023.947626,759.0
1592,2,4.4,17382748053.369198,759.0
1593,2,4.4,1912973042.8559284,760.0
1594,2,4.4,3800716020.8627353,760.0
1595,2,4.4,10757943459.111227,760.0
1596,2,4.4,1479012990.1572347,761.0
1597,2,4.4,323841026.2787625,761.0
1598,2,4.4,114962386.08484182,762.0
1599,2,4.4,48648718.83141533,762.0
1600,2,4.4,191676857.90556616,762.0
1601,2,4.4,1619463440.3922079,763.0
1602,2,4.4,573900924.6971277,764.0
1603,2,4.4,14895480331.709463,764.0
1604,2,4.4,3085232547.802167,764.0
1605,2,4.4,1513506171.9955528,765.0
1606,2,4.4,35608372.654572204,766.0
1607,2,4.4,58550783.52867824,766.0
1608,2,4.4,468374032.76729757,767.0
1609,2,4.4,4570304157.724348,767.0
1610,2,4.4,5845466406.619306,767.0
1611,2,4.4,124179530213.73732,768.0
1612,2,4.4,4135694339.4381447,769.0
1613,2,4.4,10874459370.586754,769.0
1614,2,4.4,1742146909.3206117,769.0
1615,2,4.4,17908985003.129063,770.0
1616,2,4.4,26449761728.472824,770.0
1617,2,4.4,889863847.4118333,770.0
1618,2,4.4,7139730787.264459,771.0
1619,2,4.4,7513506259.600621,771.0
1620,2,4.4,649515391.7552754,772.0
1621,2,4.4,5299683990.3845215,772.0
1622,2,4.4,1346566747.5354023,772.0
1623,2,4.4,395007498.9830391,773.0
1624,2,4.4,953021794.7267317,774.0
1625,2,4.4,99006196.14171326,774.0
1626,2,4.4,10191675175.334843,774.0
1627,2,4.4,2666019459.84928,775.0
1628,2,4.4,926964487.263081,776.0
1629,2,4.4,559537764.2812128,776.0
1630,2,4.4,244492394.45383823,777.0
1631,2,4.4,107238232.73423822,778.0
1632,2,4.4,78496771.61040446,778.0
1633,2,4.4,40406977.21779488,778.0
1634,2,4.4,50788649.39271346,779.0
1635,2,4.4,40864170.36767234,779.0
1636,2,4.4,24830665.79878037,779.0
1637,2,4.4,257295429.83334014,780.0
1638,2,4.4,2393476.700679875,780.0
1639,2,4.4,28740640.44373252,781.0
1640,2,4.4,1037368524.6153923,782.0
1641,2,4.4,194614352.62282902,783.0
1642,2,4.4,405139287.28472215,783.0
1643,2,4.4,16811511.909997378,784.0
1644,2,4.4,48239078.13101122,784.0
1645,2,4.4,39030438.12366453,784.0
1646,2,4.4,7447573468.016754,785.0
1647,2,4.4,6821232157.68171,786.0
1648,2,4.4,42837158104.4901,787.0
1649,2,4.4,18261088140.281425,788.0
1650,2,4.4,8719566396.408602,788.0
1651,2,4.4,9662634173.698254,789.0
1652,2,4.4,23202721188.93236,789.0
1653,2,4.4,10139865654.66724,790.0
1654,2,4.4,7081572567.298664,790.0
1655,2,4.4,10457916706.755466,790.0
1656,2,4.4,9266879711.35163,791.0
1657,2,4.4,8133882471.075428,791.0
1658,2,4.4,8873661428.907082,792.0
1659,2,4.4,1736449926.34368,792.0
1660,2,4.4,1982049739.9801657,793.0
1661,2,4.4,1361182492.0630538,793.0
1662,2,4.4,2143561622.9282117,794.0
1663,2,4.4,166575616.33965138,794.0
1664,2,4.4,2215775859.4616413,794.0
1665,2,4.4,22084192730.269844,795.0
1666,2,4.4,15560050297.509512,796.0
1667,2,4.4,56480827401.12342,797.0
1668,2,4.4,5936958001.079634,798.0
1669,2,4.4,7284102604.073036,798.0
1670,2,4.4,3911249833.0729837,799.0
1671,2,4.4,4598009644.500943,800.0
1672,2,4.4,1409193195.6103966,800.0
1673,1,5.2,6447509009.140159,801.0
1674,1,5.2,8639609852.282513,801.0
1675,1,5.2,21739745299.43105,802.0
1676,1,5.2,7660181805.396916,802.0
1677,1,5.2,1359828670.076076,802.0
1678,1,5.2,3476759.3730513053,803.0
1679,1,5.2,1218066.2497953924,804.0
1680,1,5.2,737296.2955874922,805.0
1681,1,5.2,2169669.786442057,805.0
1682,1,5.2,3275739.9308028193,806.0
1683,1,5.2,1802938.4604260777,806.0
1684,1,5.2,1936600.9216958305,806.0
1685,1,5.2,1684525.4087596585,807.0
1686,1,5.2,15100588.181662261,807.0
1687,1,5.2,227227.09240615874,807.0
1688,1,5.2,32029920.778974228,808.0
1689,1,5.2,2002281.4785348854,808.0
1690,1,5.2,12967666.530365689,808.0
1691,1,5.2,438544608.0040414,809.0
1692,1,5.2,446183190.6601449,809.0
1693,1,5.2,154427499.25257432,810.0
1694,1,5.2,74522436.24969912,810.0
1695,1,5.2,152366339.88780302,810.0
1696,1,5.2,16082103.704133196,811.0
1697,1,5.2,62083967.91277973,811.0
1698,1,5.2,1800802.177716279,811.0
1699,1,5.2,2610177841.9651995,812.0
1700,1,5.2,1734593336.3178306,813.0
1701,1,5.2,841797187.5604568,814.0
1702,1,5.2,764898989.8833213,815.0
1703,1,5.2,7620014313.787926,816.0
1704,1,5.2,8203255322.181244,816.0
1705,1,5.2,3637998129.8405504,817.0
1706,1,5.2,15262177030.010925,817.0
1707,1,5.2,7551001309.799125,818.0
1708,1,5.2,1062080298.171579,819.0
1709,1,5.2,367843494.8013449,819.0
1710,1,5.2,8109903060.747969,820.0
1711,1,5.2,60315354010.09087,820.0
1712,1,5.2,12601185904.165888,821.0
1713,1,5.2,34631329687.32953,821.0
1714,1,5.2,1064714820.5216821,821.0
1715,1,5.2,2869512863.7527027,822.0
1716,1,5.2,179894187.32606626,822.0
1717,1,5.2,58497738.36823833,823.0
1718,1,5.2,3050649750.024835,823.0
1719,1,5.2,267621701.05306315,824.0
1720,1,5.2,22902054248.46337,824.0
1721,1,5.2,5782613554.900594,825.0
1722,1,5.2,2462154219.9979963,826.0
1723,1,5.2,4971814325.465267,826.0
1724,1,5.2,2324402400.0451655,827.0
1725,1,5.2,1099386164.6618059,828.0
1726,1,5.2,378599190.04301256,828.0
1727,1,5.2,14058664475.352486,829.0
1728,1,5.2,15147367377.548601,829.0
1729,1,5.2,15458132550.571524,830.0
1730,1,5.2,899192214.8181367,831.0
1731,1,5.2,19885805825.762177,831.0
1732,1,5.2,8120394246.321844,832.0
1733,1,5.2,4736424112.759001,832.0
1734,1,5.2,12326963446.246279,833.0
1735,1,5.2,2352802340.4347258,834.0
1736,1,5.2,237147521.56096545,835.0
1737,1,5.2,876514913.4309627,835.0
1738,1,5.2,176237705.8522781,835.0
1739,1,5.2,341849929.8343709,836.0
1740,1,5.2,239558018.34733665,836.0
1741,1,5.2,4988513743.608885,837.0
1742,1,5.2,394393241.22926617,837.0
1743,1,5.2,1162464277.1907911,838.0
1744,1,5.2,1639569932.2528677,838.0
1745,1,5.2,13063483599.633276,839.0
1746,1,5.2,13878863722.238218,840.0
1747,1,5.2,296390217.7983551,841.0
1748,1,5.2,204556879.45143998,841.0
1749,1,5.2,3812061.68866322,841.0
1750,1,5.2,6172741.209385027,842.0
1751,1,5.2,330069027.03308517,842.0
1752,1,5.2,54598487.68070766,842.0
1753,1,5.2,448304395.15748507,843.0
1754,1,5.2,45267721.097603224,843.0
1755,1,5.2,71486647.00778435,843.0
1756,1,5.2,88526411.45727973,844.0
1757,1,5.2,79344666.3295419,844.0
1758,1,5.2,2006253.1328908887,844.0
1759,1,5.2,174017831.34660092,845.0
1760,1,5.2,5593190.189325603,845.0
1761,1,5.2,1518786577.0356083,846.0
1762,1,5.2,673468693.5587307,846.0
1763,1,5.2,4617033845.837063,847.0
1764,1,5.2,650658519.7500516,847.0
1765,1,5.2,5953968457.3598795,848.0
1766,1,5.2,189775791.32724226,849.0
1767,1,5.2,764439025.5581248,850.0
1768,1,5.2,1665024194.9518278,850.0
1769,1,5.2,695413016.3883313,851.0
1770,1,5.2,848937806.3573081,851.0
1771,1,5.2,1334035024.9826877,851.0
1772,1,5.2,60588124.44970415,852.0
1773,1,5.2,103877330.73746139,852.0
1774,1,5.2,1838097288.5707147,853.0
1775,1,5.2,185002071.01499757,853.0
1776,1,5.2,96800454.97557637,854.0
1777,1,5.2,7462858.781054487,854.0
1778,1,5.2,413899735.8247424,854.0
1779,1,5.2,1451561810.0166569,855.0
1780,1,5.2,8003477.24620875,855.0
1781,1,5.2,2782416706.4502573,855.0
1782,1,5.2,1011190311.6264385,856.0
1783,1,5.2,4678591294.91483,857.0
1784,1,5.2,1077126720.0437074,858.0
1785,1,5.2,2181811967.9799194,859.0
1786,1,5.2,326522543.9538267,859.0
1787,1,5.2,905470594.1650518,859.0
1788,1,5.2,1335184335.8523521,860.0
1789,1,5.2,2056180712.1533601,860.0
1790,1,5.2,1019446315.4161026,860.0
1791,1,5.2,494271863.53139883,861.0
1792,1,5.2,199249994.30555585,862.0
1793,1,5.2,5975574370.210103,862.0
1794,1,5.2,5092998394.2270155,862.0
1795,1,5.2,1359314793.4618301,863.0
1796,1,5.2,4766181379.972304,864.0
1797,1,5.2,448889273.65748286,865.0
1798,1,5.2,3054347062.028192,866.0
1799,1,5.2,754977621.1109021,866.0
1800,1,5.2,3290542729.2854476,866.0
1801,1,5.2,6678086442.086335,867.0
1802,1,5.2,1067739719.4470934,867.0
1803,1,5.2,1661837258.9646845,868.0
1804,1,5.2,2068001439.5795116,868.0
1805,1,5.2,24774214733.52865,869.0
1806,1,5.2,14482065309.291077,870.0
1807,1,5.2,16374431646.138645,870.0
1808,1,5.2,7312580434.9934635,870.0
1809,1,5.2,2949884031.597593,871.0
1810,1,5.2,7506543877.996593,871.0
1811,1,5.2,20085118614.025215,871.0
1812,1,5.2,7035439621.070061,872.0
1813,1,5.2,3399392774.3670297,872.0
1814,1,5.2,55134975.63743335,873.0
1815,1,5.2,5929617741.876209,873.0
1816,1,5.2,100647884.36632778,874.0
1817,1,5.2,624095105.0045431,874.0
1818,1,5.2,365462296.93302697,874.0
1819,1,5.2,4873957821.370236,875.0
1820,1,5.2,11784974067.331621,875.0
1821,1,5.2,5952513.816820689,876.0
1822,1,5.2,189464779.16906133,876.0
1823,1,5.2,33501113.952354595,877.0
1824,1,5.2,37884873.50681131,877.0
1825,1,5.2,69022579.57318932,877.0
1826,1,5.2,9146682692.933044,878.0
1827,1,5.2,9009950915.606115,879.0
1828,1,5.2,1453179540.4419508,879.0
1829,1,5.2,3041085666.7761264,880.0
1830,1,5.2,62160518552.72527,881.0
1831,1,5.2,2412971364.0308704,881.0
1832,1,5.2,64856991.46664159,882.0
1833,1,5.2,814741405.6703323,882.0
1834,1,5.2,495660657.8020631,882.0
1835,1,5.2,32310379781.807827,883.0
1836,1,5.2,6156311866.054996,884.0
1837,1,5.2,1168760752.3724594,885.0
1838,1,5.2,81350933328.25514,886.0
1839,1,5.2,10018604938.804293,887.0
1840,1,5.2,5462676578.09227,887.0
1841,1,5.2,2667948655.90468,888.0
1842,1,5.2,26935745853.755615,888.0
1843,1,5.2,251764514.26646084,889.0
1844,1,5.2,168632341.90492997,889.0
1845,1,5.2,199042287.64588723,889.0
1846,1,5.2,4237211790.552687,890.0
1847,1,5.2,5388350418.889534,891.0
1848,1,5.2,8503868462.924383,892.0
1849,1,5.2,12162458733.119476,892.0
1850,1,5.2,215122544.18982852,892.0
1851,1,5.2,17494685599.033104,893.0
1852,1,5.2,1778281305.6074622,894.0
1853,1,5.2,1352620092.3676043,894.0
1854,1,5.2,44786543.27771127,895.0
1855,1,5.2,39942518.669205956,895.0
1856,1,5.2,99688700.28160508,896.0
1857,1,5.2,477229337.57464844,897.0
1858,1,5.2,67824008.52697344,897.0
1859,1,5.2,120140242.1084547,898.0
1860,1,5.2,26559967.96547419,898.0
1861,1,5.2,2464973757.7150283,898.0
1862,1,5.2,9597696.452251142,899.0
1863,1,5.2,372886753.5077124,900.0
1864,1,5.2,12014274.982009945,901.0
1865,1,5.2,7338414.316321851,901.0
1866,1,5.2,37961024.877181634,902.0
1867,1,5.2,478058668.6051481,903.0
1868,1,5.2,731489657.0022017,903.0
1869,1,5.2,2314135130.195329,903.0
1870,1,5.2,2291840865.4138293,904.0
1871,1,5.2,253680168.606989,905.0
1872,1,5.2,259762032.72954392,905.0
1873,1,5.2,37270003444.22794,906.0
1874,1,5.2,150496575.30437267,907.0
1875,1,5.2,204658672.95846716,907.0
1876,1,5.2,113899416.02668753,907.0
1877,1,5.2,10506877503.378904,908.0
1878,1,5.2,4236182095.004325,909.0
1879,1,5.2,3542858497.676124,909.0
1880,1,5.2,662848810.4588437,909.0
1881,1,5.2,5035075274.480514,910.0
1882,1,5.2,10077429911.728872,911.0
1883,1,5.2,1093314425.2102683,911.0
1884,1,5.2,3302209833.292892,911.0
1885,1,5.2,3027319686.745477,912.0
1886,1,5.2,10768917490.553476,913.0
1887,1,5.2,640259185.2895899,914.0
1888,1,5.2,326574236.7628859,914.0
1889,1,5.2,57864362.23520924,914.0
1890,1,5.2,1654552379.6366627,915.0
1891,1,5.2,428011924.0842671,916.0
1892,1,5.2,1132732551.556969,916.0
1893,1,5.2,50381279.8945107,916.0
1894,1,5.2,5552495764.020255,917.0
1895,1,5.2,510730016.58306235,918.0
1896,1,5.2,763104605.2024286,918.0
1897,1,5.2,825719311.3130113,919.0
1898,1,5.2,9166976.39608269,919.0
1899,1,5.2,1672174448.7734435,920.0
1900,1,5.2,179621031.90456706,920.0
1901,1,5.2,949483671.37611,921.0
1902,1,5.2,116252821.8155896,921.0
1903,1,5.2,16779750.00888813,921.0
1904,1,5.2,200988855.9905446,922.0
1905,1,5.2,89167902.95774643,922.0
1906,1,5.2,133591.85271353446,923.0
1907,1,5.2,8773899.567165384,923.0
1908,1,5.2,2935091.0485151033,923.0
1909,1,5.2,19421242.036598884,924.0
1910,1,5.2,81952055.30105,924.0
1911,1,5.2,313780279.74814445,925.0
1912,1,5.2,77708409.55086386,925.0
1913,1,5.2,155993807.21645105,925.0
1914,1,5.2,77619690.34019233,926.0
1915,1,5.2,2160671887.4943323,927.0
1916,1,5.2,742023386.3909686,927.0
1917,1,5.2,2918682580.561223,927.0
1918,1,5.2,32755682.81679722,928.0
1919,1,5.2,21179078.889626816,928.0
1920,1,5.2,11374050.590912085,928.0
1921,1,5.2,1477800374.490811,929.0
1922,1,5.2,1260756318.2795792,929.0
1923,1,5.2,121765472.63984723,930.0
1924,1,5.2,433045250.76370615,931.0
1925,1,5.2,1869772157.6359115,931.0
1926,1,5.2,601316027.9388174,931.0
1927,1,5.2,42436469.44167995,932.0
1928,1,5.2,63956708.67042402,932.0
1929,1,5.2,457507096.5160999,932.0
1930,1,5.2,711431119.4903506,933.0
1931,1,5.2,1088028950.4560359,933.0
1932,1,5.2,2627864842.63374,934.0
1933,1,5.2,3134329965.1873875,935.0
1934,1,5.2,4576472568.851433,936.0
1935,1,5.2,4655399153.33458,936.0
1936,1,5.2,2753738544.1802926,937.0
1937,1,5.2,5000853400.301106,937.0
1938,1,5.2,2779666783.2845573,937.0
1939,1,5.2,239631459.77406475,938.0
1940,1,5.2,214638950.93162224,939.0
1941,1,5.2,1114498739.1284144,939.0
1942,1,5.2,1515585671.0892758,939.0
1943,1,5.2,3284056762.0118527,940.0
1944,1,5.2,2493478834.7242694,940.0
1945,1,5.2,465257274.39445704,941.0
1946,1,5.2,192728767.74460497,942.0
1947,1,5.2,121949062.50924344,942.0
1948,1,5.2,65611030.22469545,942.0
1949,1,5.2,1019480314.0187846,943.0
1950,1,5.2,1891951612.7455487,944.0
1951,1,5.2,39742303.78684121,944.0
1952,1,5.2,1100325067.2882342,945.0
1953,1,5.2,3291516323.2529817,945.0
1954,1,5.2,27538626179.048214,946.0
1955,1,5.2,5867767721.235501,947.0
1956,1,5.2,6126345463.025278,947.0
1957,1,5.2,1498997535.5418878,947.0
1958,1,5.2,15185609144.569546,948.0
1959,1,5.2,5772591072.325015,949.0
1960,1,5.2,447365426.38805354,950.0
1961,1,5.2,510469271.96248883,950.0
1962,1,5.2,444913165.9062337,950.0
1963,1,5.2,1165113274.047653,951.0
1964,1,5.2,191423263.30656716,951.0
1965,1,5.2,84762842.29646407,952.0
1966,1,5.2,228537694.8967218,952.0
1967,1,5.2,38840377.794507705,952.0
1968,1,5.2,1057032236.1230788,953.0
1969,1,5.2,866682156.8835455,954.0
1970,1,5.2,2943010535.962645,954.0
1971,1,5.2,609657397.7423328,955.0
1972,1,5.2,2007962305.834141,955.0
1973,1,5.2,277418420.2079543,955.0
1974,1,5.2,905543685.9624941,956.0
1975,1,5.2,1248394164.452832,956.0
1976,1,5.2,852396204.1488143,957.0
1977,1,5.2,596393507.3629965,957.0
1978,1,5.2,4516238821.5590515,958.0
1979,1,5.2,992749976.8556716,959.0
1980,1,5.2,2619287284.1493936,959.0
1981,1,5.2,13990866095.418444,960.0
1982,1,5.2,6894681.539778408,961.0
1983,1,5.2,210151.22806255938,961.0
1984,1,5.2,66204689.51285721,962.0
1985,1,5.2,5625591.143204594,963.0
1986,1,5.2,17589550.09659991,963.0
1987,1,5.2,827899341.7734369,964.0
1988,1,5.2,1058167032.3457421,965.0
1989,1,5.2,1904839222.2168043,966.0
1990,1,5.2,3422607373.6333995,967.0
1991,1,5.2,877915702.7916211,967.0
1992,1,5.2,393652757.8949483,968.0
1993,1,5.2,755074530.5442255,968.0
1994,1,5.2,627794445.9356098,968.0
1995,1,5.2,639710984.3022883,969.0
1996,1,5.2,899683675.5140653,969.0
1997,1,5.2,3059927.800503768,970.0
1998,1,5.2,113538.84954280131,970.0
1999,1,5.2,2655090.582747687,970.0
2000,1,5.2,4097782.833264099,971.0
2001,1,5.2,383246.3836815885,971.0
2002,1,5.2,4090405.491708275,972.0
2003,1,5.2,259579431.04530498,973.0
2004,1,5.2,3389906927.8494077,973.0
2005,1,5.2,106789244.28012186,973.0
2006,1,5.2,3526706429.9111357,974.0
2007,1,5.2,2095470679.955448,975.0
2008,1,5.2,322181349.28515774,976.0
